"","title","links.href","time","description","author.name"
"237","Landslide in Shenzhen – Weibo Responds","http://www.whatsonweibo.com/landslide-in-shenzhen-weibo-responds/",2015-12-20,"A landslide has caused 22 buildings to be buried in Shenzhen, south of China. There are two workers’ dorms amongst the buried buildings, Chinese media report. The number of casualties is still unknown.","Manya Koetse"
"238","US Embassy Issues Christmas “Security Warning” to Beijing Foreigners","http://www.whatsonweibo.com/us-embassy-issues-christmas-security-warning-to-beijing-foreigners/",2015-12-24,"The US Embassy in Beijing has issued an official notice over possible threats to foreigners around Christmas in Beijing’s Sanlitun area.","Manya Koetse"
"239","Giving the Market a Shot: China’s Growing Coffee Culture","http://www.whatsonweibo.com/chinas-growing-coffee-culture/",2015-12-30,"In China, the motherland of tea, coffee is rapidly gaining in popularity. China’s booming coffee culture is also visible on social media, where coffee companies and netizens collectively discuss and share pictures of their perfect brew. Although the market still faces some cultural and societal hurdles, China is waking up and smelling the coffee.","Cat Hanson"
"240","The Honeymoon Is Over: China’s Late Marriage Leave Cancelled","http://www.whatsonweibo.com/the-honeymoon-is-over-chinas-late-marriage-leave-cancelled/",2016-01-04,"As of January 1st, the Chinese government has canceled the ‘late wedding leave’ that allowed China’s twenty-five-somethings to take a 30-day paid leave when getting married. With the policy’s cancelation, newlyweds can now take no more than a 3-day wedding leave. Chinese netizens are angry about the sudden reversal: “Who wants to get married if we don’t even have time for a honeymoon?”","Yiying Fan"
"241","Toddler Calls 999, Rescues Pregnant Mother","http://www.whatsonweibo.com/toddler-calls-999-rescues-pregnant-mother/",2016-01-06,"When her pregnant mother fell down the stairs, 3-year-old Emma from the UK calmly dialed the emergency number to get help for her mum. The phonecall went viral on Weibo.","Manya Koetse"
"242","Dinner in Pyongyang – North Korea’s Government-Run Restaurant in Beijing","http://www.whatsonweibo.com/dinner-in-pyongyang-restaurant/",2016-01-09,"Pyongyang is a restaurant chain owned and operated by the North Korean government. The restaurants, all staff from the DPRK’s capital, offer a glimpse inside the world’s most secretive nation. What’s on Weibo went for a North Korean bite in the Beijing branch.","Manya Koetse"
"243","Girl is Dumped by Boyfriend for Being Too Fat, Takes Revenge Through Weibo","http://www.whatsonweibo.com/girl-is-dumped-by-boyfriend-for-being-too-fat-takes-revenge-through-weibo/",2016-01-09,"A girl named Xiaoxiao became trending on Weibo when she posted a public message to her former beau on the social media platform. After her boyfriend broke up with her for being too fat, she underwent liposuction and presented him with a piece of soap made from her removed fat.","Manya Koetse"
"244","Mass Sex Attacks in Europe: Chinese Social Media Reactions","http://www.whatsonweibo.com/mass-sex-attacks-in-europe-chinese-social-media-reactions/",2016-01-11,"News of the mass sex assaults during New Year’s in Cologne and others cities has shocked people across Europe. Chinese media extensively covered the attacks and their aftermath, leading to many reactions on Weibo and other social media platforms in China.","Manya Koetse"
"245","Chinese Hospital Demolished with Doctors and Patients Still Inside","http://www.whatsonweibo.com/chinese-hospital-demolished-with-doctors-and-patients-still-inside/",2016-01-11,"News about forced demolitions in China is ubiquitous, but it is rare to hear about the bulldozing of a hospital that is still under operation. The incident, that happened in Henan Province last week, has sparked outrage in China, and become a trending topic on Sina Weibo under the hashtag “Hospital’s Forced Demolition” (#医院被强拆#).","Jennifer Tang"
"246","China Discusses Medical Secrecy After Woman Infects Unaware Husband with HIV","http://www.whatsonweibo.com/china-discusses-medical-secrecy/",2016-01-13,"The story of a young man being infected with HIV because he was unaware that his wife was HIV positive has made the headlines in China. Netizens discuss an ethical dilemma: should patient confidentiality override the safety of the partner?","Manya Koetse"
"247","China’s Post ’95 Generation’s Average Age for First Love is 12","http://www.whatsonweibo.com/chinas-post-1995-generation/",2016-01-13,"According to recent research by Beijing University, China’s post-1995 adolescents are 12 when they first fall in love. On average, they have their first sexual experience at the age of 17. China’s post-95ers are early bloomers compared to the generations before them.","Manya Koetse"
"248","Schoolgirl from Rural China Writes to Queen Elizabeth, Gets Letter Back","http://www.whatsonweibo.com/schoolgirl-from-rural-china-writes-to-queen-elizabeth-gets-letter-back/",2016-01-14,"A schoolgirl from a city in the south of China wrote a letter to the Queen of England asking her to visit her town. Much to her surprise, the girl got a letter back.","Manya Koetse"
"249","Online Influencers: New Perspectives on Social Change (Live Event)","http://www.whatsonweibo.com/online-influencers-new-perspectives/",2016-01-14,"The age of digitalization and social media empowers young bloggers and journalists to get their voices heard and influence politics and society. RNW Media has organized an event where a number of these online influencers will talk about how they are shaping the future of journalism – an issue not just relevant for the case of China, but for the world at large.","Manya Koetse"
"250","Weibo Netizens Discuss Spooky Kidnapping Case","http://www.whatsonweibo.com/weibo-netizens-discuss-spooky-kidnapping-case/",2016-01-15,"News of the kidnapping of a 3-year-old girl in Guangdong has become a trending topic on Weibo. A woman dressed in black, posing as a hungry beggar, turned out to be a ruthless child abductor.","Manya Koetse"
"251","#D-STRONG#: Chinese Netizens Make Little Boy’s Final Wish Come True","http://www.whatsonweibo.com/d-strong-chinese-netizens-make-little-boys-final-wish-come-true/",2016-01-16,"Being famous in China is one of the last wishes of an 8-year-old American boy with terminal cancer. Under the hashtag of “D-STRONG”, Chinese netizens are making his dream come true.","Manya Koetse"
"252","The 5 Most Dreaded Questions for Chinese New Year","http://www.whatsonweibo.com/most-dreaded-questions-for-chinese-new-year/",2016-01-18,"The count-down has started for China’s most important event of the year. Chinese New Year, also called Spring Festival, starts February 8. Although the anticipation of Spring Festival is evident on Sina Weibo, there are also netizens who dread going home, in fear of the questions that await them…","Manya Koetse"
"253","Beijing Close-Up: Photographer Tom Selmon Crosses the Borders of Gender in China","http://www.whatsonweibo.com/photographer-tom-selmon/",2016-01-19,"No Tiananmen Square or Summer Palace – Tom Selmon, Beijing-based photographer from London, likes to capture a lesser-known side of China’s capital. Going off the beaten path, Selmon does backstage, fashion and street photography. His photos show a new Chinese generation that celebrates gender-nonconformity.","Manya Koetse"
"254","‘Chunyun’: Spring Festival’s Mass Migration","http://www.whatsonweibo.com/chunyun/",2016-01-20,"‘Chunyun’ (春运), the passenger transportation around Chinese New Year, is the biggest annual mass migration of the world. The travel season starts this Sunday.","Manya Koetse"
"255","15-Year-Old Boy Forces Mother To Abort Baby","http://www.whatsonweibo.com/15-year-old-boy-forces-mother-to-abort-baby/",2016-01-21,"A 15-year old Chinese schoolboy forced his mother to get an abortion and threatened to skip his secondary examination if the baby wasn’t aborted.","Anna Xue"
"256","Pay Attention, Confused Foreigners: ‘Wan’ (卍) is Not a Nazi Symbol","http://www.whatsonweibo.com/wanisnotanazisymbol/",2016-01-22,"Japan’s official map-making organization wants to get rid of the Buddhist manji symbol (卍) that marks the location of temples on city maps, as foreigners associate it with the Nazi swastika. In China, where the symbol is known as the ‘wan’ character, some netizens seem to find the controversy entertaining.","Manya Koetse"
"257","Chinese Restaurants Closed For Use of Opium Poppies in Food","http://www.whatsonweibo.com/opium-hotpot/",2016-01-22,"According to Chinese state officials, 35 restaurants have been closed down for using opium poppies in their food.","Manya Koetse"
"258","Chinese Netizens: CCTV’s New Year’s Mascot Kangkang “Too Ugly”","http://www.whatsonweibo.com/kangkangtoougly/",2016-01-24,"This week, CCTV revealed Kangkang the Monkey, the mascot of its 2016 Spring Festival Gala. It did not receive a warm welcome from Chinese netizens, who mocked the monkey saying it is ugly and wondering if the two balls near its head are tumors.","Manya Koetse"
"259","When Cross-Strait Politics Meet Entertainment: Pop Star Controversies","http://www.whatsonweibo.com/pop-star-controversies/",2016-01-25,"Cross-strait politics seem to have taken over China’s entertainment industry. This week, two pop stars from Taiwan have become the victim of ongoing political tensions between mainland China and Taiwan.","Chi Wen"
"260","The World of WeChat ‘Lucky Money’","http://www.whatsonweibo.com/the-world-of-wechat-lucky-money/",2016-01-26,"Dumplings and firecrackers are not the only things that are popular during Chinese New Year. WeChat’s ‘Lucky Money’ is all the rage – and its success goes beyond the new year’s festivities.","Cat Hanson"
"261","Sichuan Girl from “Atlas of Beauty” Becomes Trending","http://www.whatsonweibo.com/stunning-sichuan-girl-from-atlas-of-beauty-becomes-trending/",2016-01-27,"A young woman from Sichuan recently became trending on Sina Weibo for her beautiful picture in ‘The Atlas of Beauty’.","Manya Koetse"
"262","The Perfect Selfie: China vs America","http://www.whatsonweibo.com/the-perfect-selfie-china-vs-america/",2016-01-27,"People are taking selfies all over the world. The way they take them, however, differs per culture. In China, taking the perfect selfie is not about full face make-up and sexy looks, but about snow white skin and big eyes, Claire Kane writes.","Manya Koetse"
"263","Chinese People Attacked with Milk Powder in Amsterdam","http://www.whatsonweibo.com/chinese-tourists-attacked-with-milk-powder-in-amsterdam/",2016-01-28,"Pictures and a video of Dutch men emptying boxes of milk powder over Chinese tourists in Amsterdam have become trending on Chinese social media networks Weixin and Weibo. Many netizens are angry with the men for insulting Chinese people. A commission has been set up to take legal actions against them.  ","Manya Koetse"
"264","Grote ophef in China om ‘melkpoederaanval’ in Amsterdam","http://www.whatsonweibo.com/3674-2/",2016-01-28,"null","Manya Koetse"
"265","Survey Shows Concerns over Visitors Misbehaving at Shanghai Disneyland","http://www.whatsonweibo.com/shanghai-daily-poll-concerns-over-tourist-behavior-shanghai-disneyland/",2016-01-29,"A recent poll by Shanghai Daily asking readers about their concerns when visiting the upcoming Shanghai Disneyland Park shows that 26% of the people worry about the potential misbehavior of other visitors. Their skepticism signals that Shanghai Disneyland might not become the happiest place on earth.","Mahalakshmi Ganapathy"
"266","Updated: National Outrage After Woman Is Made to Pay $700 for Hospital Appointment","http://www.whatsonweibo.com/700-for-hospital-appointment/",2016-02-02,"A video of a woman having to pay nearly $700 to see a doctor went viral on Weibo in the last week of January, prompting outrage on Chinese social media. The news story underlines the obstacles that Chinese citizens face in accessing decent healthcare. But a week after the video went viral, netizens wonder if the woman from the famous video might be a fraud herself. ","Manya Koetse"
"267","Time to Play: 2016 Taipei Game Show","http://www.whatsonweibo.com/2016-taipei-game-show/",2016-02-03,"One of biggest gaming events in Asia kicked off in Taipei. Game developers around the world introduce their games to the Asian game market at the Taipei Game Show. Despite the excitement of new games and pretty girls, not all netizens seemed happy with this year’s show.","Chi Wen"
"268","“A True Communist Wears Armani” – Controversy over Armani-Clad Boy at Government Meeting","http://www.whatsonweibo.com/true-communist-wears-armani/",2016-02-03,"A schoolboy from Shenzhen is at the centre of controversy on Chinese social media for attending a local government meeting dressed in an Armani jacket. The ‘Armani youngster’ issue has become a matter of ridicule, with netizens stating that true communists wear Armani suits. ","Manya Koetse"
"269","Booming Market for Renting a Chinese New Year Girlfriend","http://www.whatsonweibo.com/booming-market-renting-chinese-new-year-girlfriend/",2016-02-04,"null","Manya Koetse"
"270","Chunwan (春晚) : CCTV New Year’s Gala","http://www.whatsonweibo.com/chunwan-%e6%98%a5%e6%99%9a-cctv-new-years-gala/",2016-02-06,"null","Manya Koetse"
"271","CCTV’s New Year’s Gala 2016 Liveblog","http://www.whatsonweibo.com/cctvs-new-years-gala-2016/",2016-02-07,"It is time for the CCTV New Year’s Gala, Chunwan; the special annual evening variety show that captures millions of viewers on the night of Chinese New Year. What’s on Weibo provides you with the ins & outs of the 2016 Gala and its social media frenzy, with updates before, during and after the show. *After the live stream of the Gala, we have added most of the videos of all the show’s acts (yes, also the robots) into this blog so you can (re)watch them. The live blog is now closed.*","Manya Koetse"
"272","The Trending Question: Where did Kang Kang Go?","http://www.whatsonweibo.com/trending-question-kang-kang-go/",2016-02-08,"It is the first day of the Year of the Monkey. One day after the CCTV Spring Festival Gala, Weibo netizens have one burning question: whatever happened to the show’s official mascot Kang Kang the Monkey? The mascot, that became a trending topic because people deemed it ugly, was nowhere to be seen on the night of the Gala.","Manya Koetse"
"273","Fishball Revolution – Hong Kong Protests","http://www.whatsonweibo.com/fishball-revolution-hong-kong-protests/",2016-02-09,"Chaos broke out on the streets of Hong Kong on the evening of the first day of the Year of the Monkey. Dubbed the ‘Fishball Revolution’, the protests erupted in the early hours of Tuesday morning as street food vendors, of whom many sell fish balls, clashed with police.","Manya Koetse"
"274","Not Good Enough: Spring Festival Dinner Break-Up Goes Viral","http://www.whatsonweibo.com/spring-festival-dinner-break-up-goes-viral/",2016-02-09,"One Shanghai girl was so disappointed about what her boyfriend’s parents served her for Chinese New Year, that she ended her relationship because of it. The story has gone viral on Chinese social media, reinforcing the ‘demanding leftover woman’ media cliché.","Manya Koetse"
"275","Behind the 540 Dancing Robots: Meet Alpha 1S","http://www.whatsonweibo.com/behind-540-dancing-robots-meet-alpha-1s/",2016-02-10,"Dancing robots were the stars of the night at the CCTV Spring Festival Gala this year. Singer Sun Nan performed with a total of 540 robots at the Guangzhou Gala venue. Read about the background of the act and meet China’s first humanoid robot Alpha 1S.","Manya Koetse"
"276","Chinese New Year Brings a Baby Boom","http://www.whatsonweibo.com/chinese-new-year-brings-a-baby-boom/",2016-02-11,"The new Lunar Year will bring a baby boom in mainland China. Not only because the ‘two child policy’ has come into effect, but also because the Year of the Monkey is a particularly good time to have a baby: kids born under this zodiac are generally believed to be smart and happy.","Manya Koetse"
"277","Young Lovers Die After Taking Shower Together","http://www.whatsonweibo.com/young-lovers-die-after-taking-shower-together/",2016-02-12,"The story of two teenage lovers dying from carbon monoxide poisoning when taking a shower together has struck a chord with China’s netizens and serves as a warning for CO, the ‘silent killer’.","Manya Koetse"
"278","Chinese Famous Actress Calls China’s Infant Rooms “Disastrous”","http://www.whatsonweibo.com/disastrousinfantrooms/",2016-02-16,"The Weibo post of popular Chinese actress Ma Yili about China’s useless baby care facilities in public places has received the support from thousands of netizens who all agree that something needs to change about China’s facilities for parents and their infants.","Jennifer Tang"
"279","Survey: Women’s Ideal Partner has Monthly Income of 6701RMB (1027US$)","http://www.whatsonweibo.com/survey-womens-ideal-partner-has-minimal-monthly-income-of-6701rmb-1027us/",2016-02-16,"A recent survey indicates that women would ideally have a partner that makes at least 6701 RMB (1027 US$) per month. Those born after the 1990s are less demanding in their relationships than generations before them.","Manya Koetse"
"280","China’s Post-90s Fashion: “Return to Rural”","http://www.whatsonweibo.com/chinas-post-90s-fashion-return-to-rural/",2016-02-17,"The trip back home for Chinese New Year has inspired China’s fashionista’s to return to their rural apparel. Sharing fashion pictures of before- and after going home (hashtag: #回家后) has become a popular Weibo phenomenon.","Elsbeth v Paridon"
"281","The Disappearance of Beijing Street Food","http://www.whatsonweibo.com/the-disappearance-of-beijing-streetfood/",2016-02-18,"Over the last two years, Beijing has cracked down on its street vendors, leading to the slow disappearance of traditional street food in the city center. According to some locals, the city is “killing its street food”. What’s on Weibo’s Ryan Myers and Manya Koetse take some time off social media to take a walk in one of the capital’s famous snack areas to explore Beijing’s most popular street foods.","Ryan Myers"
"282","Women Get Days Off During Their Period – And China’s Female Netizens are Not Happy About It","http://www.whatsonweibo.com/women-get-days-off-during-their-period/",2016-02-18,"Anhui Province announced that starting from next month, women can get paid leave when they are on their period. Anhui is the third Chinese province to offer female workers ‘menstrual leave’. On Weibo, many female netizens are not happy with the new rule.","Manya Koetse"
"283","Mother Still Looking for Abducted Son After 25 Years","http://www.whatsonweibo.com/heartbreaking-mother-still-looking-for-lost-son-after-25-years/",2016-02-19,"Her son got kidnapped, her husband committed suicide. Twenty-five years later, the 51-year-old Zhang Xuexia from Guizhou is still searching for her lost child. Zhang’s case, once again, turns public attention to the long-standing problem of child abduction in China.","Manya Koetse"
"284","This Curious Children’s Book Amuses Weibo’s Netizens","http://www.whatsonweibo.com/funny-childrens-book/",2016-02-20,"null","Manya Koetse"
"285","Woman Forced Into Abortion after Boyfriend Cannot Afford 200.000 RMB ‘Bride Price’","http://www.whatsonweibo.com/woman-forced-abortion-boyfriend-cannot-afford-200-000-rmb-bride-price/",2016-02-20,"When a young man could not afford the ‘bride price’ of 200.000 RMB (30,680 US$) to marry his pregnant girlfriend, the woman was forced into abortion by her father. The unfortunate man shared his story online, drawing the attention of Chinese media and Weibo netizens.","Manya Koetse"
"286","Dumb ‘Brother Pengci’ Caught on Tape: “No Money, No Windshield Wipers”","http://www.whatsonweibo.com/brother-pengci-caught-on-tape-no-money-no-windshield/",2016-02-21,"A peculiar case of pengci took place in Beijing this week. Pengci (碰瓷) is a widespread fraud in China that involves deliberately crashing cars and then wanting compensation. A man demanding money from a driver was caught on tape.","Manya Koetse"
"287","Research: Antibiotics Make China’s Children Heavy","http://www.whatsonweibo.com/research-antibiotics-make-chinas-children-heavy/",2016-02-22,"A new study based on research in East China finds evidence that exposure to different antibiotics is a cause for obesity in children.","Manya Koetse"
"288","Is This the End of China’s Courtyards and Residential Areas?","http://www.whatsonweibo.com/the-end-of-chinas-residential-areas/",2016-02-23,"Government plans to stop building residential areas in China’s cities and to gradually open up existing private compounds to the public have caused much discussion on Sina Weibo. Does the new measurement mean a final end to China’s ubiquitous residential areas?","Manya Koetse"
"289","From Mountains of Taishan to Faces of Amsterdam – Interview with Photographer Jimmy on the Run","http://www.whatsonweibo.com/jimmyontherun/",2016-02-24,"Fashion & Street Photographer Huang Jianmin a.k.a. Jimmy is the focus of the recently released short doc Jimmy on the Run by filmmaker Wytse Koetse. The short film [7 min] shows Jimmy’s passion for the lens, his dynamic lifestyle, and his struggle with family expectations. What’s on Weibo spoke to Jimmy about his past in China, his present in Amsterdam and his future in photography.","Manya Koetse"
"290","Chinese TV Drama ‘The Imperial Doctress’ Brings 15th Century Female Doctor Tan Yunxian Back to Life","http://www.whatsonweibo.com/chinese-tv-drama-brings-15th-century-female-doctor-back-to-life/",2016-02-25,"Top TV drama ‘The Imperial Doctress’ (明代女医师) brings the most famous female doctor of the Ming Dynasty to the TV screen. Tan Yunxian (谈允贤), who lived from 1461-1554, has become a recurring topic on Chinese social media.","Manya Koetse"
"291","18-Year-Old Historian Lin Jiawen Commits Suicide","http://www.whatsonweibo.com/18-year-old-historian-lin-jiawen-commits-suicide/",2016-02-25,"18-year-old historian Lin Jiawen, author of two books on China’s history, has committed suicide after suffering from depression, Weibo reports.","Manya Koetse"
"292","14-Year-Old Murder Case Becomes Trending: Chinese PhD Students Hacked to Death by Father over Money","http://www.whatsonweibo.com/chinese-phd-student-hacked-to-death-by-father-over-money/",2016-02-25,"A 2002 Shandong murder case where a father murdered his own daughter and her husband has been brought back to public attention after Chinese writer Chen Lan (陈岚) wrote about it in a recent blog titled ‘Daughter or slave?’","Manya Koetse"
"293","CCTV: Bride Prices in China Are Sky-High","http://www.whatsonweibo.com/cctv-research-bride-prices-in-china-are-sky-high/",2016-02-26,"Getting married is a costly affair in China. Especially in China’s rural areas, families on the men’s side are expected to pay staggering prices to the bride’s family before marriage.","Manya Koetse"
"294","How Ren Zhiqiang Disappeared From China’s Social Media","http://www.whatsonweibo.com/renzhiqiangdisappearedfromsocialmedia/",2016-02-28,"Chinese opinion leader Ren Zhiqiang is no longer on Weibo as of February 28. After critiquing the Party for the second time within six months, his accounts across China’s social media were closed by the Cyberspace Administration of China.","Manya Koetse"
"295","Dashboard Video: Kid Falls From Car on Freeway","http://www.whatsonweibo.com/kid-falls-from-car/",2016-03-01,"A shocking dashboard video has attracted the attention of China’s netizens. The video shows how a 2-year-old child falls from the back of a minibus that is waiting for the traffic lights. The video reminds of other videos that have captured parent’s neglect in dangerous traffic scenes.","Manya Koetse"
"296","These Are China’s Youngest Billionaires","http://www.whatsonweibo.com/chinas-youngest-billionaires/",2016-03-02,"After inheriting a fortune from her father, the 19-year-old Alexandra Andresen has been named the youngest billionaire on the globe by the Forbes World’s Billionaire List. Forbes has got Weibo talking about money.","Manya Koetse"
"297","Woman Marries Uncle to Avoid China’s Family Planning Policies","http://www.whatsonweibo.com/avoiding-chinas-family-planning-policies/",2016-03-03,"Although Chinese authorities implemented the ‘two child policy‘ since October 2015, news stories linked to the one-child policy still regularly make the headlines in China. Chinese media report multiple stories of people avoiding China’s family planning policies – one woman even married her uncle to have a second baby.","Manya Koetse"
"298","Zhang Guoli Weibo Controversy (Updated)","http://www.whatsonweibo.com/zhang-guoli-weibo-controversy/",2016-03-05,"An awkward media moment has got Weibo talking. When CCTV reported that actor and director Zhang Guoli advocated for stronger monitoring of web dramas at China’s plenary sessions, the actor posted that he had not spoken at all yet.","Manya Koetse"
"299","Beijing Zoo Director Killed By Elephant","http://www.whatsonweibo.com/beijing-zoo-manager-killed-by-elephant/",2016-03-05,"The managing director of Beijing’s Badaling Wildlife World was trampled to death by one of the park’s elephants earlier this week, Chinese media report.","Manya Koetse"
"300","Making Themselves Heard: Chinese Sign Language & Deaf China Online","http://www.whatsonweibo.com/chinese-sign-language-online/",2016-03-07,"Chinese is widely known as one of the world’s most difficult languages, but what about Chinese Sign Language? Cat Hanson looks into the issue of sign language and Deaf Culture in China for What’s on Weibo, and explores their place in China’s online environment.","Cat Hanson"
"301","Overview of China’s 2016 Top TV Dramas","http://www.whatsonweibo.com/overview-of-chinas-2016-top-tv-dramas/",2016-03-09,"The titles of Chinese TV dramas consistently pop up in the daily top trending lists of Sina Weibo. After featuring an overview of the most-watched Chinese TV dramas in 2015, What’s on Weibo has now compiled a list of 10 popular TV dramas in mainland China in 2016. These are the most-watched and most-discussed dramas according to Weibo and Baidu charts of March 2016.","Manya Koetse"
"302","Man Discovers Cheating Wife in Cinema, Drama Ensues","http://www.whatsonweibo.com/man-discovers-cheating-girlfriend-in-cinema-drama-ensues/",2016-03-09,"For one Chinese moviegoer, his cinema night took an unexpected twist when he discovered his own wife was seated in the row before him with another man. Chinese netizens captured the fight that ensued.","Manya Koetse"
"303","Upcoming & Hot Chinese Movie ‘Chongqing Hotpot’ (火锅英雄)","http://www.whatsonweibo.com/chongqing-hotpot-trailer/",2016-03-10,"It has not even come out yet, but Chinese blockbuster ‘Hotpot Heroes’ aka ‘Chongqing Hotpot’ (火锅英雄) is already number one in Weibo’s must-see movie rankings.","Manya Koetse"
"304","KFC in Tibet: Kentucky Fried Chicken Opens First Chain in Lhasa","http://www.whatsonweibo.com/tibet-fried-chicken-kfc-opens-first-tibet-restaurant/",2016-03-11,"Fast food giant KFC has opened its first outlet in Lhasa, Tibet. Although most netizens on Sina Weibo seem happy with KFC’s arrival in Tibet, Newsweek reports that the opening has also drawn criticism from Free Tibet campaigners.","Manya Koetse"
"305","Boyfriend Who Cared for Comatose Girlfriend Turns Out To Be Her Abuser","http://www.whatsonweibo.com/boyfriend-who-cared-for-comatose-girlfriend/",2016-03-14,"One man made Chinese headlines in 2014 for borrowing RMB 200,000 (30,900$) to care for his girlfriend who fell into a coma after a severe head injury. But now that the woman has woken up, she reveals that her loving boyfriend was the one who caused her injuries. The story has shocked netizens, who hope that China’s new law against domestic violence will bring justice to victims of abuse.","Anna Xue"
"306","No Tolerance for ‘Wild Imams’ in China – But ‘Weibo Imams’ are Thriving","http://www.whatsonweibo.com/chinas-imams-online-preaching-on-weibo/",2016-03-15,"This week, Weibo netizens voiced their anger about what they deemed an unfair trial for a Xinjiang imam by the District Court. Chinese authorities have no tolerance for what they call ‘wild imams’ – but online imams are thriving on Weibo.","Manya Koetse"
"307","American Student Gets 15 Years of Hard Labour in North Korea For Stealing Poster","http://www.whatsonweibo.com/american-student-gets-15-years-of-hard-labour-in-north-korea/",2016-03-17,"The 21-year-old American student Otto Warmbier joined a Chinese tour group to Pyongyang in late December, where he was later arrested and given 15 years of hard labour for crimes against the state. The news has got Weibo talking.","Manya Koetse"
"308","Hungry Now? Crackdown on China’s Food Delivery Apps Eleme and Meituan","http://www.whatsonweibo.com/crackdown-on-chinas-food-delivery-apps/",2016-03-18,"China’s food delivery app market has been booming over the previous year. Apps like Eleme, Meituan and Baidu Takeout have made ordering food a piece of cake. But China’s popular food apps are under scrutiny now that Chinese media exposed that these apps illegally sell food from unqualified vendors.","Manya Koetse"
"309","One Man’s Battle to Make China Smoke-free","http://www.whatsonweibo.com/one-mans-battle-to-make-china-smokefree/",2016-03-21,"Although the Chinese government is implementing more measures to counter smoking, the country is estimated to have more than 300 million smokers. Zhang Yue, “China’s First Anti-Smoking Campaigner” (“中国第一反烟人”) is determined to single-handedly pull the cigarettes out of their mouths and make China smoke-free.","Mahalakshmi Ganapathy"
"310","Vaccine Scandal: Illegal Vaccines Sold Throughout China","http://www.whatsonweibo.com/vaccine-scandal-illegal/",2016-03-22,"As news has come out of the distribution of illegal and potentially deadly vaccines, Chinese netizens are appalled by yet another scandal that affects public trust in China’s food and drug safety.","Manya Koetse"
"311","Brussels Attacks – Weibo Responds","http://www.whatsonweibo.com/brusselsattacks/",2016-03-22,"In the morning of March 22, the European capital of Brussels was in chaos from around 8.00 to 11.00 as several explosions took place at Brussels Airport and in the central metro station Maelbeek. The developing events were immediately covered by Chinese media, and soon became trending on Chinese social media, where netizens respond with shock.","Manya Koetse"
"312","Extreme Bullying Videos on Chinese Social Media: A Concerning Trend","http://www.whatsonweibo.com/extreme-bullying-videos-chinese-social-media-concerning-trend/",2016-03-23,"A string of extremely violent videos have recently been posted on Chinese social media, showing multiple bullies beating up their victim on camera. These so-called ‘campus violence videos’ (校园暴力视频) expose the seriousness of China’s bullying problem.","Manya Koetse"
"313","The “YouTube Effect” of WeChat & Sina Weibo","http://www.whatsonweibo.com/youtube-effect-wechat-sina-weibo/",2016-03-23,"Stories of YouTube stars turning into successful entrepreneurs have become manifold. With the so-called ‘Youtube Effect’, anyone can become an online fashion influencer or money maker from behind their computer. Chinese social media platforms WeChat and Sina Weibo have their own Youtube Effect.","Elsbeth v Paridon"
"314","Examples of China’s Extreme Bullying Video’s [Warning: Graphic Violence]","http://www.whatsonweibo.com/examples-of-chinas-extreme-bullying-videos/",2016-03-23,"null","Manya Koetse"
"315","Fight Between Officers and Street Vendor Caught on Video: Bystanders Yell “Hit Them!”","http://www.whatsonweibo.com/fight-between-officers-and-street-vendors/",2016-03-24,"A fight between local officers and a street vendor in Guiyang (Guizhou) was caught on video and shared on Sina Weibo on March 24. Bystanders don’t intervene in the situation, but instead cheer on the street vendor by yelling “hit them!”","Manya Koetse"
"316","Dutch Soccer Superstar Cruyff (克鲁伊夫) Passes Away, Chinese Fans Respond With Candles and Tears","http://www.whatsonweibo.com/dutch-soccer-superstar-cruyff-%e5%85%8b%e9%b2%81%e4%bc%8a%e5%a4%ab-passes-away-weibo/",2016-03-24,"International media have reported that the Dutch ‘soccer superstar’ Johan Cruyff (克鲁伊夫) has died at the age of 68 due to cancer. As the news was immediately shared thousands of times on Chinese social media, he became a top trending topic on Sina Weibo.","Manya Koetse"
"317","The Train Station That Stayed Open for One Schoolgirl Now Closed","http://www.whatsonweibo.com/the-train-station-that-stayed-open-for-one-passenger-now-closed/",2016-03-25,"One Japanese train station became trending on Chinese social media today. The Kyu-Shirataki Station, that stayed open so that one girl could go to school, will close for good on March 26.","Manya Koetse"
"318","10 Popular Chinese Advertisement Slogans","http://www.whatsonweibo.com/chineseadslogans/",2016-03-26,"The right tagline or advertising slogan is crucial for a brand’s identity. Due to the nature of Chinese language, ad slogans in China are often multi-layered and effective marketing tools. What’s on Weibo gives an overview of ten clever and popular Chinese (translated) marketing slogans.","Manya Koetse"
"319","Mainland China’s ‘First Gay Movie’ in Cinemas Soon","http://www.whatsonweibo.com/chinas-first-gay-movie-cinemas-soon/",2016-03-28,"Seek McCartney (寻找罗麦) is the first gay movie to be on screen in mainland China. Its long-awaited release is noteworthy, especially since a popular Chinese gay drama was recently pulled offline by censors.","Diandian Guo"
"320","Japan’s New Military Law Worries China – Netizens Call for Boycott of Japanese Products","http://www.whatsonweibo.com/japan-radar/",2016-03-29,"According to Chinese media, the opening of a Japanese radar station near the disputed Diaoyu/Senkaku islands in the East China Sea and a change in Japan’s military laws worries Chinese experts, who think Japan’s actions might trigger an escalation of the already-heightened tensions between China and Japan. The news has drawn the anger of Weibo’s netizens.","Manya Koetse"
